Feature ID	Taxon	Confidence
5d89868f1a1db1bc0b153eca96bbf7fd	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae	0.9999999999858932
cc957f2e853493d72875a6528ca83435	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae	0.9999999999854206
2a1d71d9fca92f9b3fc8f3126db076d0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0.988141467719806
9e24eb7a415db9a59586d17d0f49cbea	Archaea;Asgardarchaeota;Lokiarchaeia	0.9999999998216045
5179960239613d4c220e889075c6773e	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus	0.956169659946542
d62ab321b324b106e11961e79384f974	Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;wb1-A12	0.9999999975860316
b5edcefd9280528ee377cb70dea8a6a7	Archaea;Asgardarchaeota;Lokiarchaeia;uncultured archaeon	0.99744406884555
f0d643ec2f15cee88500c0a220ed0794	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured Nitrosopumilales archaeon	0.8746743942482981
84f901ec6fa0a4e40f1542e5884462cd	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;BCP clade;Bilateria;Protostomia;Lophotrochozoa;Annelida;Polychaeta;Scolecida;Terebellida;Terebellides stroemii	0.991729783937506
1512d7068971c43ebf6af548aeb37c81	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae	0.9999999999854807
43b02d567fe419b94ad063081c7bba58	Bacteria;Planctomycetota;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;uncultured bacterium	0.9999941829048367
0f1be1121dd04bc63b5ec4be0efc09b8	Archaea;Asgardarchaeota;Lokiarchaeia;uncultured archaeon	0.7884239553020901
5219ed57718a848f18ab18e57d01cea2	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus	0.9789466492147234
57a236e8a737242b69050847811d5ec7	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia	0.9999188659051834
98aaa7c825d54ebde733ef5c64f0e25b	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae	0.999999999999019
ab9191b07517b99a40b7c4f6ec0bc818	Archaea;Crenarchaeota;Bathyarchaeia;uncultured marine crenarchaeote E37-7F	0.9999644909708353
430d9115ca79bad01227bcc9c7694cf1	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;uncultured bacterium	0.7377548672828567
1d12f6be78923902f3a3568a9f07d487	Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;uncultured bacterium	0.9305668624336142
01ea7039d3bef12a27c0ed6bb324e610	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured archaeon	0.9009680577105341
7de3e9374544c242ac5106d69fb43713	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia	0.8297774720300947
17ca5a2a538b1886ae9a3d7afac02cc0	Bacteria;Planctomycetota;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;uncultured bacterium	0.9999944303027274
dde3683b54d52abb82bf9a1e0cdee2b6	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus	0.9901182333562586
7b82ac238c5e0582b8dc5c8cd91cc1d8	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured Nitrosopumilales archaeon	0.9897553914219102
920aa9728ffb783cbc5721932cadda36	Bacteria;Aerophobota;Aerophobia;Aerophobales;uncultured bacterium	0.9999939600150409
0bf08973da329747d913d5c261f91944	Bacteria;Aerophobota;Aerophobia;Aerophobales	1.0000000000000024
2f8e971e4d37e5fe11bb8c55f0e8cbe3	Bacteria;Planctomycetota;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;uncultured bacterium	0.999948210805769
72bab3a952346a307af9df35eec933a9	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;uncultured;uncultured bacterium	0.95568079496849
5e24ef69e70b236d98a1323f5c7dda0d	Archaea;Asgardarchaeota;Lokiarchaeia;uncultured archaeon	0.9965505982168004
5509bb9854731b68f689ff1c1263d154	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus	0.9918691268296947
213c632c4064a2d08b169f3b3de0f5f3	Archaea;Asgardarchaeota;Lokiarchaeia	0.9999999998250967
a07ae1d4eab3cece07579029ab54c68d	Archaea;Asgardarchaeota;Lokiarchaeia;uncultured archaeon	0.9975285743789322
8f85dba78b94d121ff59ea8b01866e50	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae	0.9999999999185111
9f89ae7aa3294e78366ae30a645440e3	Bacteria;Planctomycetota;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;uncultured bacterium	0.9998689441784521
